COUNTRY,UNIVERSITY,Approved Major,Specific Major as Listed by University,Deadline Passed as of Jan 3?,,,,
Australia,University of Adelaide,Mathematics,Mathematics,,,,,
Australia,University of Melbourne,Mathematics,Mathematics,,,,,
Australia,University of New South Wales,Mathematics,Mathematics,,,,,
Australia,University of Queensland,Mathematics,Mathematics,,,,,
Australia,University of Sydney,Mathematics,Mathematics,,,,,
Australia,University of Western Australia,Mathematics,Mathematics,,,,,
Belgium,Ghent University,Mathematics,Mathematics,,,,,
Belgium,KU Leuven (Catholic University of Leuven),Mathematics,Mathematics,,,,,
Brazil,Universidade de São Paulo,Mathematics,Mathematics,,,,,
Canada,McGill University,Mathematics,Mathematics,Yes,,,,
Canada,McMaster University,Mathematics,Mathematics,,,,,
Canada,University of Alberta,Mathematics,Mathematics,,,,,
Canada,University of British Columbia,Mathematics,Mathematics,Yes,,,,
Canada,University of Toronto,Mathematics,Mathematics,Yes,,,,
China,Fudan University,Mathematics,Mathematics,,,,,
China,Nanjing University,Mathematics,Mathematics,,,,,
China,Peking University,Mathematics,Mathematics,,,,,
China,Shanghai Jiao Tong University,Mathematics,Mathematics,,,,,
China,Tsinghua University,Mathematics,Mathematics,,,,,
China,University of Science & Technology of China,Mathematics,Mathematics,,,,,
China,Zhejiang University,Mathematics,Mathematics,,,,,
Denmark,Aarhus University,Mathematics,Mathematics,,,,,
Denmark,University of Copenhagen,Mathematics,Mathematics,,,,,
Finland,University of Helsinki,Mathematics,Mathematics,,,,,
France,CentraleSupélec (Université Paris-Saclay),Mathematics,Mathematics,,,,,
France,École Polytechnique,Mathematics,Mathematics,,,,,
France,Sorbonne University,Mathematics,Mathematics,,,,,
France,Université Paris Cité (formerly Université de Paris),Mathematics,Mathematics – Fundamental and Applied Math,,,,,
France,Université Paris Cité (formerly Université de Paris),Mathematics,Mathematics – Mathematics for Teaching,,,,,
France,Université Paris Cité (formerly Université de Paris),Mathematics,Mathematics and Applications,,,,,
France,Université PSL (Paris Sciences & Lettres),Mathematics,Mathematics,,,,,
Germany,Freie Universität Berlin,Mathematics,Mathematics,,,,,
Germany,Heidelberg University,Mathematics,Mathematics,,,,,
Germany,Humboldt-Universität zu Berlin,Mathematics,Mathematics,,,,,
Germany,LMU Munich (Ludwig-Maximilians-Universität München),Mathematics,Mathematics,,,,,
Germany,RWTH Aachen University,Mathematics,Mathematics B.Sc.,,,,,
Germany,Technical University of Munich,Mathematics,Mathematics,,,,,
Germany,University of Hamburg (Universität Hamburg),Mathematics,Mathematics B.Sc,,,,,
Hong Kong SAR,Chinese University of Hong Kong,Mathematics,Mathematics,,,,,
Hong Kong SAR,City University of Hong Kong,Mathematics,Mathematics,,,,,
Hong Kong SAR,Hong Kong Polytechnic University,Mathematics,Mathematics,,,,,
Hong Kong SAR,Hong Kong University of Science & Technology,Mathematics,Mathematics,,,,,
Hong Kong SAR,University of Hong Kong,Mathematics,Mathematics,,,,,
Japan,Kyoto University,Mathematics,Mathematics,,,,,
Netherlands,Delft University of Technology,Mathematics,Mathematics,,,,,
Netherlands,University of Amsterdam,Mathematics,Mathematics,,,,,
Netherlands,University of Groningen,Mathematics,Mathematics,,,,,
Netherlands,Utrecht University,Mathematics,Mathematics,,,,,
Netherlands,Vrije Universiteit Amsterdam (VU University Amsterdam),Mathematics,Mathematics,,,,,
New Zealand,University of Auckland,Mathematics,Mathematics,,,,,
Norway,University of Oslo,Mathematics,Mathematics,,,,,
Saudi Arabia,King Abdulaziz University (KAU),Mathematics,Mathematics,,,,,
Singapore,Nanyang Technological University ,Mathematics,Mathematics,,,,,
Singapore,National University of Singapore (NUS),Mathematics,Mathematics,,,,,
South Korea,KAIST – Korea Advanced Institute of Science & Technology,Mathematics,Mathematics,,,,,
South Korea,Seoul National University,Mathematics,Mathematics,,,,,
South Korea,Yonsei University,Mathematics,Mathematics,,,,,
Sweden,Uppsala University,Mathematics,Mathematics,,,,,
Switzerland,EPFL (École Polytechnique Fédérale de Lausanne),Mathematics,Mathematics,,,,,
Switzerland,ETH Zurich-Swiss Federal Instit. of Tech,Mathematics,Mathematics,,,,,
Switzerland,University of Basel,Mathematics,Mathematics,,,,,
Switzerland,University of Zurich,Mathematics,Mathematics,,,,,
United States,Boston University,Mathematics,Mathematics,Yes,,,,
United States,Brown University,Mathematics,Mathematics,Yes,,,,
United States,California Institute of Technology,Mathematics,Mathematics,Yes,,,,
United States,Carnegie Mellon University,Mathematics,Mathematics,Yes,,,,
United States,Columbia University,Mathematics,Mathematics,Yes,,,,
United States,Cornell University,Mathematics,Mathematics,Yes,,,,
United States,Duke University,Mathematics,Mathematics,Yes,,,,
United States,Emory University,Mathematics,Mathematics,Yes,,,,
United States,Georgia Institute of Technology,Mathematics,Mathematics,Yes,,,,
United States,Harvard University,Mathematics,Mathematics,Yes,,,,
United States,Johns Hopkins University,Mathematics,Mathematics,Yes,,,,
United States,Massachusetts Institute of Technology (MIT),Mathematics,Mathematics,Yes,,,,
United States,Michigan State University (East Lansing),Mathematics,Mathematics,,,,,
United States,New York University,Mathematics,Mathematics,Yes,,,,
United States,Northwestern University,Mathematics,Mathematics,Yes,,,,
United States,Ohio State University (Columbus),Mathematics,Mathematics,,,,,
United States,Princeton University,Mathematics,Mathematics,Yes,,,,
United States,Purdue University,Mathematics,Mathematics,,,,,
United States,Rice University,Mathematics,Mathematics,,,,,
United States,Stanford University,Mathematics,Mathematics,Yes,,,,
United States,"University of California, Berkeley",Mathematics,Mathematics,Yes,,,,
United States,"University of California, Davis",Mathematics,Mathematics,Yes,,,,
United States,"University of California, Irvine",Mathematics,Mathematics,Yes,,,,
United States,"University of California, Los Angeles (UCLA)",Mathematics,Mathematics,Yes,,,,
United States,"University of California, San Diego",Mathematics,Mathematics,Yes,,,,
United States,"University of California, Santa Barbara",Mathematics,Mathematics,Yes,,,,
United States,University of Chicago,Mathematics,Mathematics,Yes,,,,
United States,University of Colorado Boulder,Mathematics,Applied Mathematics (BS),,,,,
United States,University of Colorado Boulder,Mathematics,Mathematics (BA),,,,,
United States,University of Illinois at Urbana-Champaign,Mathematics,Mathematics,Yes,,,,
United States,"University of Maryland, College Park",Mathematics,Mathematics,Yes,,,,
United States,University of Michigan Ann Arbor,Mathematics,Mathematics,,,,,
United States,University of Minnesota Twin Cities,Mathematics,Mathematics,Yes,,,,
United States,"University of North Carolina, Chapel Hill",Mathematics,Mathematics,Yes,,,,
United States,University of Pennsylvania,Mathematics,Mathematics,Yes,,,,
United States,University of Pittsburgh,Mathematics,Mathematics,,,,,
United States,University of Southern California,Mathematics,Mathematics,,,,,
United States,University of Texas at Austin,Mathematics,Mathematics,,,,,
United States,University of Washington,Mathematics,Mathematics,Yes,,,,
United States,University of Wisconsin Madison,Mathematics,Mathematics,Yes,,,,
United States,Vanderbilt University,Mathematics,Mathematics,Yes,,,,
United States,Washington University in St. Louis,Mathematics,Mathematics,Yes,,,,
United States,Yale University,Mathematics,Mathematics,Yes,,,,
United States,Vanderbilt University,Medical Physics,Health Physics,Yes,,,,
Australia,Monash University,Medicine,Bachelor of Medical Science and Doctor of Medicine,,,,,Must take ISAT and complete medicine application
Australia,University of New South Wales,Medicine,Bachelor of Medical Studies/Doctor of Medicine,,,,,Must take ISAT and complete medicine application
France,Sorbonne University,Medicine,"Medicine PASS (Parcours d’Accès Spécifique Santé), DFGSM, DFASM",,,,,Courses in French and English; must pass French language requirement
Germany,Heidelberg University,Medicine,Medicine (Staatsexamen),,,,,need to show german proficency
Germany,LMU Munich (Ludwig-Maximilians-Universität München),Medicine,Medicine (Staatsexamen),,,,,need to show german proficiency
Italy,University of Milan,Medicine,Medicine,,,,,"Must take IMAT exam in July, register Jan-March"
italy,Sapienza University of Rome,Medicine,Medicine,,,,,Must take IMAT exam in July
italy,University di Padova,Medicine,Medicine,,,,,Must take IMAT exam in July
italy,University of Bologna,Medicine,Medicine,,,,,Taught in English!
Australia,Monash University,Midwifery,Nursing and Midwifery Hons.,,,,,
Australia,University of Queensland,Midwifery,Midwifery,,,,,
Australia,University of Queensland,Midwifery,Nursing / Midwifery,,,,,
Australia,University of Technology Sydney,Midwifery,Midwifery,,,,,
Canada,University of British Columbia,Midwifery,Midwifery,Yes,,,,
Australia,Monash University,Museum Studies,Art History and Curating,,,,,
Canada,University of British Columbia,Museum Studies,Museum Studies,Yes,,,,
Hong Kong SAR,City University of Hong Kong,Museum Studies,Culture and Heritage Management,,,,,
United States,New York University,Museum Studies,Medieval and Renaissance Studies,Yes,,,,
Australia,University of New South Wales,Nanoscience & Nanotechnology,"Bachelor of Science, Nanotechnology",,,,,
Australia,University of Queensland,Nanoscience & Nanotechnology,Bachelor of Biotechnology (Nanotechnology) ,,,,,
Australia,University of Queensland,Nanoscience & Nanotechnology,Bachelor of Science (Hons.) Nanotechnology ,,,,,
Australia,University of Queensland,Nanoscience & Nanotechnology,BSc Nanotechnology and Innovation Management (Dual Major),,,,,
Australia,University of Western Australia,Nanoscience & Nanotechnology,Bachelor of Science (Nanotechnology,,,,,
Canada,McGill University,Nanoscience & Nanotechnology,"Bachelor of Engineering, Minor Nanotechnology",Yes,,,,
Canada,University of Alberta,Nanoscience & Nanotechnology,BSc Computer Engineering with Nanoscale System Design Option ,,,,,
Canada,University of Alberta,Nanoscience & Nanotechnology,BSc Electrical Engineering with Nanoengineering Option ,,,,,
Canada,University of Alberta,Nanoscience & Nanotechnology,BSc Engineering Physics with Nanoengineering Option ,,,,,
Canada,University of Alberta,Nanoscience & Nanotechnology,BSc Materials Engineering with Nano and Functional Materials Option,,,,,
Canada,University of Toronto,Nanoscience & Nanotechnology,BASc in Engineering Science (Nanoengineering Option),Yes,,,,
China,Tsinghua University,Nanoscience & Nanotechnology,Micro-electro-mechanical Systems Engineering ,,,,,
China,Tsinghua University,Nanoscience & Nanotechnology,Microelectronics Science and Engineering,,,,,
Denmark,Aarhus University,Nanoscience & Nanotechnology,Bachelor’s Program in Nanoscience,,,,,
Germany,University of Hamburg (Universität Hamburg),Nanoscience & Nanotechnology,Nanoscience B.Sc,,,,,
Japan,Kyoto University,Nanoscience & Nanotechnology,Nano System Engineering ,,,,,
Japan,Kyoto University,Nanoscience & Nanotechnology,Nano Science,,,,,
Japan,Kyoto University,Nanoscience & Nanotechnology,Micro System Engineering,,,,,
Japan,University of Tokyo,Nanoscience & Nanotechnology,Solid-State and Materials Engineering ,,,,,
Japan,University of Tokyo,Nanoscience & Nanotechnology,Fluid and Thermal Engineering ,,,,,
Japan,University of Tokyo,Nanoscience & Nanotechnology,Mechanical Dynamics and Control Engineering ,,,,,
Japan,University of Tokyo,Nanoscience & Nanotechnology,Design and Production Engineering ,,,,,
Japan,University of Tokyo,Nanoscience & Nanotechnology,Bioengineering,,,,,
Singapore,Nanyang Technological University ,Nanoscience & Nanotechnology,Materials Science and Engineering,,,,,
Singapore,National University of Singapore (NUS),Nanoscience & Nanotechnology,Materials Science and Engineering,,,,,
South Korea,KAIST – Korea Advanced Institute of Science & Technology,Nanoscience & Nanotechnology,Materials Science and Engineering,,,,,
South Korea,Seoul National University,Nanoscience & Nanotechnology,Materials Science and Engineering,,,,,
Switzerland,University of Basel ,Nanoscience & Nanotechnology,BSc in Nanosciences,,,,,
United States,Georgia Institute of Technology,Nanoscience & Nanotechnology,Materials Science and Engineering (Nanomaterials Certificate Program),Yes,,,,
United States,Northwestern University,Nanoscience & Nanotechnology,B.S. Physics with Nanoscale Physics Concentration,Yes,,,,
United States,Rice University,Nanoscience & Nanotechnology,BA with a Major in Materials Science and NanoEngineering,,,,,
United States,Stanford University,Nanoscience & Nanotechnology,Bachelor of Science in Materials Science and Engineering (Focus Area in Nanoscience),Yes,,,,
United States,"University of California, San Diego",Nanoscience & Nanotechnology,B.S. Nanoengineering ,Yes,,,,
United States,"University of California, Santa Barbara",Nanoscience & Nanotechnology,Bachelor of Science in Mechanical Engineering,Yes,,,,
United States,University of Chicago,Nanoscience & Nanotechnology,B.Sc. in Molecular Engineering,Yes,,,,
Canada,McGill University,Neurophysiology - Physiology,Neuroscience,Yes,,,,
Canada,McMaster University,Neurophysiology - Physiology,Biology & Psychology,,,,,
Canada,University of Toronto,Neurophysiology - Physiology,Neuroscience,Yes,,,,
United States,Brown University,Neurophysiology - Physiology,Neuroscience Cognitive,Yes,,,,
United States,Brown University,Neurophysiology - Physiology,Neuroscience,Yes,,,,
United States,Duke University,Neurophysiology - Physiology,Neuroscience,Yes,,,,
United States,Duke University,Neurophysiology - Physiology,Biology (Concentration in Neurobiology),Yes,,,,
United States,Emory University,Neurophysiology - Physiology,Neuroscience & Behavioral Biology,Yes,,,,
United States,Georgia Institute of Technology,Neurophysiology - Physiology,Neuroscience,Yes,,,,
United States,Michigan State University (East Lansing),Neurophysiology - Physiology,Neuroscience,,,,,
United States,Ohio State University (Columbus),Neurophysiology - Physiology,Neuroscience,,,,,
United States,Purdue University,Neurophysiology - Physiology,Neurobiology & Physiology,,,,,
United States,Stanford University,Neurophysiology - Physiology,Biology – Neurobiology,Yes,,,,
United States,"University of California, Davis ",Neurophysiology - Physiology,"Neurobiology, Physiology & Behavior",Yes,,,,
United States,"University of California, Los Angeles",Neurophysiology - Physiology,Neuroscience,Yes,,,,
United States,University of Colorado Boulder,Neurophysiology - Physiology,Integrative Physiology (BA),,,,,
United States,University of Colorado Boulder,Neurophysiology - Physiology,Neuroscience (BA),,,,,
United States,University of Maryland,Neurophysiology - Physiology,Neuroscience,Yes,,,,
United States,University of North Carolina Chapel Hill,Neurophysiology - Physiology,Neuroscience,Yes,,,,
United States,University of Pittsburgh,Neurophysiology - Physiology,Neuroscience,,,,,
United States,University of Southern California,Neurophysiology - Physiology,Neuroscience,,,,,
United States,University of Southern California,Neurophysiology - Physiology,Computational Neuroscience,,,,,
United States,University of Washington,Neurophysiology - Physiology,Neuroscience,Yes,,,,
United States,University of Wisconsin Madison,Neurophysiology - Physiology,Neurobiology,Yes,,,,
United States,Yale University,Neurophysiology - Physiology,Neuroscience,Yes,,,,
Australia,Monash University,Nursing,Nursing,,,,,
Australia,Monash University,Nursing,Nursing and Midwifery Hons.,,,,,
Australia,University of Adelaide,Nursing,Nursing,,,,,
Australia,University of Melbourne,Nursing,Nursing,,,,,
Australia,University of Queensland,Nursing,Nursing,,,,,
Australia,University of Queensland,Nursing,Midwifery,,,,,
Australia,University of Queensland,Nursing,Nursing-Midwifery ,,,,,
Australia,University of Sydney,Nursing,Nursing,,,,,
Australia,University of Technology Sydney,Nursing,Nursing,,,,,
Belgium,Ghent University,Nursing,Nursing,,,,,
Brazil,Universidade de São Paulo,Nursing,Nursing,,,,,
Canada,McGill University,Nursing,Nursing,Yes,,,,
Canada,McMaster University,Nursing,Nursing,,,,,
Canada,University of Alberta,Nursing,Nursing ,,,,,
Canada,University of British Columbia,Nursing,Nursing ,Yes,,,,
Canada,University of Toronto,Nursing,Nursing ,Yes,,,,
China,Fudan University,Nursing,Nursing ,,,,,
China,Peking University,Nursing,Nursing ,,,,,
Denmark,Aarhus University,Nursing,Nursing ,,,,,
Hong Kong SAR,Chinese University of Hong Kong,Nursing,Nursing ,,,,,
Hong Kong SAR,Hong Kong Polytechnic University,Nursing,Nursing ,,,,,
Hong Kong SAR,University of Hong Kong,Nursing,Nursing ,,,,,
Japan,University of Tokyo,Nursing,Nursing,,,,,
Netherlands,Utrecht University,Nursing,Nursing,,,,,
New Zealand,University of Auckland,Nursing,Nursing,,,,,
Singapore,National University of Singapore (NUS),Nursing,Nursing,,,,,
South Korea,Seoul National University,Nursing,Nursing,,,,,
Sweden,Karolinska Institutet,Nursing,Nursing,,,,,
Sweden,Lund University,Nursing,Nursing,,,,,
Sweden,Uppsala University,Nursing,Nursing,,,,,
Switzerland,University of Basel,Nursing,Nursing,,,,,
United States,Columbia University,Nursing,Nursing,Yes,,,,
United States,Duke University,Nursing,Nursing,Yes,,,,
United States,Emory University,Nursing,Nursing,Yes,,,,
United States,Michigan State University (East Lansing),Nursing,Nursing,,,,,
United States,Ohio State University (Columbus),Nursing,Nursing,,,,,
United States,Purdue University,Nursing,Nursing,,,,,
United States,"University of California, Irvine",Nursing,Nursing,Yes,,,,
United States,"University of California, Los Angeles",Nursing,Nursing,Yes,,,,
United States,"University of California, College Park",Nursing,Nursing,Yes,,,,
United States,University of Michigan,Nursing,Nursing,,,,,
United States,University of Minnesota,Nursing,Nursing,Yes,,,,
United States,University of North Carolina Chapel Hill,Nursing,Nursing,Yes,,,,
United States,University of Pennsylvania,Nursing,Nursing,Yes,,,,
United States,University of Pittsburgh,Nursing,Nursing,,,,,
United States,University of Texas at Austin,Nursing,Nursing,,,,,
United States,University of Washington,Nursing,Nursing,Yes,,,,
United States,University of Wisconsin Madison,Nursing,Nursing,Yes,,,,
United States,Vanderbilt University,Nursing,Nursing,Yes,,,,
United States,Washington University in St. Louis,Nursing,Nursing,Yes,,,,
United States,Yale University,Nursing,Nursing,Yes,,,,
United States,Johns Hopkins University,Nursing,Nursing,Yes,,,,
Australia,Monash University,Nutrition & Dietetics,Nutrition Science,,,,,
Australia,University of Adelaide,Nutrition & Dietetics,Food & Nutrition Science,,,,,
Canada,McGill University,Nutrition & Dietetics,Food Science ,Yes,,,,
Canada,McGill University,Nutrition & Dietetics,Nutrition,Yes,,,,
Canada,University of Alberta,Nutrition & Dietetics,Dietetics Specialization,,,,,
Canada,University of Alberta,Nutrition & Dietetics,Food Science & Technology Specialization ,,,,,
Canada,University of Alberta,Nutrition & Dietetics,Nutrition & Food Science General ,,,,,
Canada,University of British Columbia,Nutrition & Dietetics,Dietetics,Yes,,,,
Canada,University of British Columbia,Nutrition & Dietetics,Food & Nutritional Sciences,Yes,,,,
Canada,University of British Columbia,Nutrition & Dietetics,"Food, Nutrition & Health",Yes,,,,
Canada,University of British Columbia,Nutrition & Dietetics,Nutritional Sciences,Yes,,,,
Canada,University of Toronto,Nutrition & Dietetics,Nutritional Sciences,Yes,,,,
South Korea,Seoul National University,Nutrition & Dietetics,Food and Nutrition,,,,,
South Korea,Yonsei University,Nutrition & Dietetics,Food and Nutrition,,,,,
United States,Boston University,Nutrition & Dietetics,Nutrition ,Yes,,,,
United States,Cornell University,Nutrition & Dietetics,Nutritional Sciences,Yes,,,,
United States,Michigan State University (East Lansing),Nutrition & Dietetics,Dietetics,,,,,
United States,Michigan State University (East Lansing),Nutrition & Dietetics,Nutritional Sciences,,,,,
United States,New York University,Nutrition & Dietetics,Nutrition and Food Studies – Concentration in Nutrition and Dietetics,Yes,,,,
United States,Ohio State University (Columbus),Nutrition & Dietetics,Culinary Science,,,,,
United States,Ohio State University (Columbus),Nutrition & Dietetics,"Health Promotion, Nutrition & Exercise Science",,,,,
United States,Ohio State University (Columbus),Nutrition & Dietetics,Human Nutrition,,,,,
United States,Purdue University,Nutrition & Dietetics, Nutrition & Dietetics,,,,,
United States,Purdue University,Nutrition & Dietetics,Nutrition Science,,,,,
United States,Purdue University,Nutrition & Dietetics,Nutrition & Dietetics-Nutrition,,,,,
United States,Purdue University,Nutrition & Dietetics,Fitness & Health,,,,,
United States,"University of California, Davis",Nutrition & Dietetics,Clinical Nutrition,Yes,,,,
United States,"University of California, Davis",Nutrition & Dietetics,Nutrition Science,Yes,,,,
United States,University of Illinois at Urbana-Champaign,Nutrition & Dietetics,Food Science & Human Nutrition,Yes,,,,
United States,University of Maryland College Park,Nutrition & Dietetics,Nutrition & Food Sciences – Nutritional Science,Yes,,,,
United States,University of Maryland College Park,Nutrition & Dietetics,Nutrition & Food Science – Dietetics,Yes,,,,
United States,University of Maryland College Park,Nutrition & Dietetics,Nutrition & Food Science – Food Science,Yes,,,,
United States,University of Minnesota,Nutrition & Dietetics,Nutrition,Yes,,,,
United States,University of North Carolina Chapel Hill,Nutrition & Dietetics,Nutrition,Yes,,,,
United States,University of Pittsburgh,Nutrition & Dietetics,Nutrition Science,,,,,
United States,University of Pittsburgh,Nutrition & Dietetics,Nutrition & Dietetics,,,,,
United States,University of Texas at Austin,Nutrition & Dietetics,Nutrition,,,,,
United States,University of Wisconsin Madison,Nutrition & Dietetics,Dietetics,Yes,,,,
United States,University of Wisconsin Madison,Nutrition & Dietetics,Nutrition & Dietetics,Yes,,,,
United States,University of Wisconsin Madison,Nutrition & Dietetics,Nutritional Sciences,Yes,,,,
Australia,Monash University,Occupational Therapy,Occupational Therapy Hons.,,,,,
Australia,University of Queensland,Occupational Therapy,Exercise and Nutrition Sciences Hons.,,,,,
Australia,University of Queensland,Occupational Therapy,Occupational Therapy Hons.,,,,,
Australia,University of Sydney,Occupational Therapy,Applied Science – Occupational Therapy,,,,,
Brazil,Universidade de São Paulo,Occupational Therapy,Occupational Therapy,,,,,
Canada,McGill University,Occupational Therapy,Kinesiology,Yes,,,,
Canada,McGill University,Occupational Therapy,Occupational Therapy,Yes,,,,
Canada,University of Toronto,Occupational Therapy,Physiology,Yes,,,,
Hong Kong SAR,Hong Kong Polytechnic University,Occupational Therapy,Occupational Therapy Hons.,,,,,
Japan,Kyoto University,Occupational Therapy,Occupational Therapy,,,,,
Japan,University of Tokyo,Occupational Therapy,Occupational Therapy,,,,,
Sweden,Karolinska Institutet,Occupational Therapy,Occupational Therapy,,,,,
Sweden,Lund University,Occupational Therapy,Occupational Therapy,,,,,
Taiwan,National Taiwan University,Occupational Therapy,Occupational Therapy,,,,,
United States,Michigan State University (East Lansing),Occupational Therapy,Kinesiology,,,,,
United States,Ohio State University (Columbus),Occupational Therapy,Exercise Science Education,,,,,
United States,Ohio State University (Columbus),Occupational Therapy,Health Sciences Program,,,,,
United States,Ohio State University (Columbus),Occupational Therapy,"Health Promotion, Nutrition and Exercise Science",,,,,
United States,Purdue University–West Lafayette,Occupational Therapy,Kinesiology,,,,,
United States,Purdue University–West Lafayette,Occupational Therapy,"Nutrition, Fitness, and Health",,,,,
United States,University of Arizona (Tucson),Occupational Therapy,Family Studies and Human Development,,,,,
United States,University of Illinois at Urbana-Champaign,Occupational Therapy,Child and Adolescent Development,Yes,,,,
United States,University of Pittsburgh,Occupational Therapy,Exercise Science,,,,,
United States,University of Pittsburgh,Occupational Therapy,Health Services,,,,,
United States,University of Pittsburgh,Occupational Therapy,Rehabilitation Science,,,,,
United States,University of Texas at Austin,Occupational Therapy,Applied Movement Science,,,,,
United States,University of Texas at Austin,Occupational Therapy,Exercise Science,,,,,
United States,University of Texas at Austin,Occupational Therapy,Health Promotion and Behavioral Science,,,,,
United States,University of Virginia (Charlottesville),Occupational Therapy,Kinesiology,Yes,,,,
United States,University of Wisconsin-Madison,Occupational Therapy,Kinesiology,Yes,,,,
United States,University of Wisconsin-Madison,Occupational Therapy,Human Development and Family Studies,Yes,,,,
United States,University of Wisconsin-Madison,Occupational Therapy,Rehabilitation Psychology,Yes,,,,
Germany,Heidelberg University,Pedagogy,Education Studies,,,,,
United States,New York University,Pedagogy,"Teaching Mathematics Grades 7-12, Initial Certification",Yes,,,,
United States,Ohio State University (Columbus),Pedagogy,Child and Youth Studies,,,,,
United States,"University of California, Irvine",Pedagogy,Education Sciences,Yes,,,,
United States,"University of California, Los Angeles",Pedagogy,Education and Social Transformation,Yes,,,,
United States,University of Wisconsin Madison,Pedagogy,Education Studies,Yes,,,,
Australia,Monash University,Pharmaceutical Sciences,Pharmacy Hons.,,,,,
Australia,Monash University,Pharmaceutical Sciences,Drug Discovery Biology,,,,,
Australia,Monash University,Pharmaceutical Sciences,Engineering & Pharmaceutical Science Hons.,,,,,
Australia,University of Sydney,Pharmaceutical Sciences,Pharmacy,,,,,
Australia,University of Western Australia,Pharmaceutical Sciences,Pharmacology,,,,,
Canada,McGill University (Pharmacology),Pharmaceutical Sciences,Pharmacology,Yes,,,,
Canada,University of British Columbia,Pharmaceutical Sciences,Pharmacology,Yes,,,,
Canada,University of Toronto,Pharmaceutical Sciences,Pharmacology,Yes,,,,
Canada,University of Toronto,Pharmaceutical Sciences,Pharmacology & Biomedical Toxicology Hons.,Yes,,,,
Germany,LMU Munich (Ludwig-Maximilians-Universität München),Pharmaceutical Sciences,Pharmaceutical Sciences ,,,,,
Germany,University of Hamburg (Universität Hamburg),Pharmaceutical Sciences,Pharmacy,,,,,
Hong Kong SAR,Chinese University of Hong Kong,Pharmaceutical Sciences,Pharmacy,,,,,
Hong Kong SAR,University of Hong Kong,Pharmaceutical Sciences,Pharmacy,,,,,
Netherlands,University of Groningen,Pharmaceutical Sciences,Pharmacy,,,,,
Netherlands,Utrecht University,Pharmaceutical Sciences,Pharmaceutical Sciences,,,,,
New Zealand,University of Auckland,Pharmaceutical Sciences,Pharmacy,,,,,
United States,Ohio State University (Columbus),Pharmaceutical Sciences,Pharmaceutical Sciences,,,,,
United States,Ohio State University (Columbus),Pharmaceutical Sciences,Medical Laboratory Science,,,,,
United States,Purdue University,Pharmaceutical Sciences,Pharmacy,,,,,
United States,Purdue University,Pharmaceutical Sciences,Biological Engineering,,,,,
United States,Purdue University,Pharmaceutical Sciences,Pharmaceutical Process Engineering,,,,,
United States,"University of California, Davis",Pharmaceutical Sciences,Pharmaceutical Chemistry,Yes,,,,
United States,"University of California, Irvine",Pharmaceutical Sciences,Pharmaceutical Sciences,Yes,,,,
United States,"University of California, San Diego",Pharmaceutical Sciences,Pharmaceutical Chemistry,Yes,,,,
United States,"University of California, Santa Barbara ",Pharmaceutical Sciences,Pharmacology,Yes,,,,
United States,University of Southern California ,Pharmaceutical Sciences,Pre-Pharmacy,,,,,
United States,University of Southern California ,Pharmaceutical Sciences,Science & Management of Biomedical Therapeutics,,,,,
United States,"University of Wisconsin, Madison",Pharmaceutical Sciences,Pharmacology & Toxicology,Yes,,,,
United States,"University of Wisconsin, Madison",Pharmaceutical Sciences,Pharmaceutical Sciences,Yes,,,,
Canada,McMaster University,Physician Assistant Studies,Physician Assistant Education Program – Bachelor of Health Sciences (Physician Assistant) BHSc(PA),,,,,
Canada,University of Toronto ,Physician Assistant Studies,PA Consortium – Bachelor of Sciences Physician Assistant Degree (BScPA),Yes,,,,
Australia,Monash University,"Physiotherapy, Physical Therapy & Sport Therapy",Physiotherapy Hons.,,,,,
Australia,University of New South Wales,"Physiotherapy, Physical Therapy & Sport Therapy",Exercise Physiology,,,,,
Australia,University of Sydney,"Physiotherapy, Physical Therapy & Sport Therapy",Applied Science – Physiotherapy,,,,,
Australia,University of Sydney,"Physiotherapy, Physical Therapy & Sport Therapy",Applied Science – Exercise Physiology,,,,,
Australia,University of Western Australia,"Physiotherapy, Physical Therapy & Sport Therapy",Physiology,,,,,
Canada,McGill University,"Physiotherapy, Physical Therapy & Sport Therapy",Kinesiology,Yes,,,,
Canada,McGill University,"Physiotherapy, Physical Therapy & Sport Therapy",Physical Therapy,Yes,,,,
Canada,University of British Columbia,"Physiotherapy, Physical Therapy & Sport Therapy",Human Kinetics,Yes,,,,
Canada,University of Toronto,"Physiotherapy, Physical Therapy & Sport Therapy",Comparative Physiology Hons.,Yes,,,,
Canada,University of Toronto,"Physiotherapy, Physical Therapy & Sport Therapy",Physiology,Yes,,,,
Hong Kong SAR,Hong Kong Polytechnic University,"Physiotherapy, Physical Therapy & Sport Therapy",Occupational Therapy Hons. ,,,,,
Hong Kong SAR,Hong Kong Polytechnic University,"Physiotherapy, Physical Therapy & Sport Therapy",Physiotherapy Hons.,,,,,
United States,Boston University,"Physiotherapy, Physical Therapy & Sport Therapy",Physiology,Yes,,,,
United States,Michigan State University (East Lansing),"Physiotherapy, Physical Therapy & Sport Therapy",Sports Therapy,,,,,
United States,"University of California, Los Angeles","Physiotherapy, Physical Therapy & Sport Therapy",Physiological Science,Yes,,,,
United States,"University of California, Los Angeles","Physiotherapy, Physical Therapy & Sport Therapy",Physiology ,Yes,,,,
United States,"University of California, Davis","Physiotherapy, Physical Therapy & Sport Therapy",Sports Therapy ,Yes,,,,
